"MTU","Out Area","In Area","Physical Flow (MW)"
"27/09/2024 07:00:00 - 27/09/2024 08:00:00","BZN|AM","BZN|GE","0.00"
"27/09/2024 07:00:00 - 27/09/2024 08:00:00","BZN|GE","BZN|AM","0.00"
"27/09/2024 08:00:00 - 27/09/2024 09:00:00","BZN|AM","BZN|GE","0.00"
"27/09/2024 08:00:00 - 27/09/2024 09:00:00","BZN|GE","BZN|AM","0.00"
"27/09/2024 09:00:00 - 27/09/2024 10:00:00","BZN|AM","BZN|GE","0.00"
"27/09/2024 09:00:00 - 27/09/2024 10:00:00","BZN|GE","BZN|AM","0.00"
"27/09/2024 10:00:00 - 27/09/2024 11:00:00","BZN|AM","BZN|GE","0.00"
"27/09/2024 10:00:00 - 27/09/2024 11:00:00","BZN|GE","BZN|AM","0.00"
"27/09/2024 11:00:00 - 27/09/2024 12:00:00","BZN|AM","BZN|GE","0.00"
"27/09/2024 11:00:00 - 27/09/2024 12:00:00","BZN|GE","BZN|AM","0.00"
"27/09/2024 12:00:00 - 27/09/2024 13:00:00","BZN|AM","BZN|GE","0.00"
"27/09/2024 12:00:00 - 27/09/2024 13:00:00","BZN|GE","BZN|AM","0.00"
"27/09/2024 13:00:00 - 27/09/2024 14:00:00","BZN|AM","BZN|GE","0.00"
"27/09/2024 13:00:00 - 27/09/2024 14:00:00","BZN|GE","BZN|AM","0.00"
"27/09/2024 14:00:00 - 27/09/2024 15:00:00","BZN|AM","BZN|GE","0.00"
"27/09/2024 14:00:00 - 27/09/2024 15:00:00","BZN|GE","BZN|AM","0.00"
"27/09/2024 15:00:00 - 27/09/2024 16:00:00","BZN|AM","BZN|GE","0.00"
"27/09/2024 15:00:00 - 27/09/2024 16:00:00","BZN|GE","BZN|AM","0.00"
"27/09/2024 16:00:00 - 27/09/2024 17:00:00","BZN|AM","BZN|GE","0.00"
"27/09/2024 16:00:00 - 27/09/2024 17:00:00","BZN|GE","BZN|AM","0.00"
"27/09/2024 17:00:00 - 27/09/2024 18:00:00","BZN|AM","BZN|GE","0.00"
"27/09/2024 17:00:00 - 27/09/2024 18:00:00","BZN|GE","BZN|AM","0.00"
"27/09/2024 18:00:00 - 27/09/2024 19:00:00","BZN|AM","BZN|GE","0.00"
"27/09/2024 18:00:00 - 27/09/2024 19:00:00","BZN|GE","BZN|AM","0.00"
"27/09/2024 19:00:00 - 27/09/2024 20:00:00","BZN|AM","BZN|GE","0.00"
"27/09/2024 19:00:00 - 27/09/2024 20:00:00","BZN|GE","BZN|AM","0.00"
"27/09/2024 20:00:00 - 27/09/2024 21:00:00","BZN|AM","BZN|GE","0.00"
"27/09/2024 20:00:00 - 27/09/2024 21:00:00","BZN|GE","BZN|AM","0.00"
"27/09/2024 21:00:00 - 27/09/2024 22:00:00","BZN|AM","BZN|GE","0.00"
"27/09/2024 21:00:00 - 27/09/2024 22:00:00","BZN|GE","BZN|AM","0.00"
"27/09/2024 22:00:00 - 27/09/2024 23:00:00","BZN|AM","BZN|GE","0.00"
"27/09/2024 22:00:00 - 27/09/2024 23:00:00","BZN|GE","BZN|AM","0.00"
"27/09/2024 23:00:00 - 28/09/2024 00:00:00","BZN|AM","BZN|GE","0.00"
"27/09/2024 23:00:00 - 28/09/2024 00:00:00","BZN|GE","BZN|AM","0.00"
"28/09/2024 00:00:00 - 28/09/2024 01:00:00","BZN|AM","BZN|GE","0.00"
"28/09/2024 00:00:00 - 28/09/2024 01:00:00","BZN|GE","BZN|AM","0.00"
"28/09/2024 01:00:00 - 28/09/2024 02:00:00","BZN|AM","BZN|GE","0.00"
"28/09/2024 01:00:00 - 28/09/2024 02:00:00","BZN|GE","BZN|AM","0.00"
"28/09/2024 02:00:00 - 28/09/2024 03:00:00","BZN|AM","BZN|GE","0.00"
"28/09/2024 02:00:00 - 28/09/2024 03:00:00","BZN|GE","BZN|AM","0.00"
"28/09/2024 03:00:00 - 28/09/2024 04:00:00","BZN|AM","BZN|GE","0.00"
"28/09/2024 03:00:00 - 28/09/2024 04:00:00","BZN|GE","BZN|AM","0.00"
"28/09/2024 04:00:00 - 28/09/2024 05:00:00","BZN|AM","BZN|GE","0.00"
"28/09/2024 04:00:00 - 28/09/2024 05:00:00","BZN|GE","BZN|AM","0.00"
"28/09/2024 05:00:00 - 28/09/2024 06:00:00","BZN|AM","BZN|GE","0.00"
"28/09/2024 05:00:00 - 28/09/2024 06:00:00","BZN|GE","BZN|AM","0.00"
"28/09/2024 06:00:00 - 28/09/2024 07:00:00","BZN|AM","BZN|GE","0.00"
"28/09/2024 06:00:00 - 28/09/2024 07:00:00","BZN|GE","BZN|AM","0.00"
"28/09/2024 07:00:00 - 28/09/2024 08:00:00","BZN|AM","BZN|GE","0.00"
"28/09/2024 07:00:00 - 28/09/2024 08:00:00","BZN|GE","BZN|AM","0.00"
"28/09/2024 08:00:00 - 28/09/2024 09:00:00","BZN|AM","BZN|GE","0.00"
"28/09/2024 08:00:00 - 28/09/2024 09:00:00","BZN|GE","BZN|AM","0.00"
"28/09/2024 09:00:00 - 28/09/2024 10:00:00","BZN|AM","BZN|GE","0.00"
"28/09/2024 09:00:00 - 28/09/2024 10:00:00","BZN|GE","BZN|AM","0.00"
"28/09/2024 10:00:00 - 28/09/2024 11:00:00","BZN|AM","BZN|GE","0.00"
"28/09/2024 10:00:00 - 28/09/2024 11:00:00","BZN|GE","BZN|AM","0.00"
"28/09/2024 11:00:00 - 28/09/2024 12:00:00","BZN|AM","BZN|GE","0.00"
"28/09/2024 11:00:00 - 28/09/2024 12:00:00","BZN|GE","BZN|AM","0.00"
"28/09/2024 12:00:00 - 28/09/2024 13:00:00","BZN|AM","BZN|GE","0.00"
"28/09/2024 12:00:00 - 28/09/2024 13:00:00","BZN|GE","BZN|AM","0.00"
"28/09/2024 13:00:00 - 28/09/2024 14:00:00","BZN|AM","BZN|GE","0.00"
"28/09/2024 13:00:00 - 28/09/2024 14:00:00","BZN|GE","BZN|AM","0.00"
"28/09/2024 14:00:00 - 28/09/2024 15:00:00","BZN|AM","BZN|GE","0.00"
"28/09/2024 14:00:00 - 28/09/2024 15:00:00","BZN|GE","BZN|AM","0.00"
"28/09/2024 15:00:00 - 28/09/2024 16:00:00","BZN|AM","BZN|GE","0.00"
"28/09/2024 15:00:00 - 28/09/2024 16:00:00","BZN|GE","BZN|AM","0.00"
"28/09/2024 16:00:00 - 28/09/2024 17:00:00","BZN|AM","BZN|GE","0.00"
"28/09/2024 16:00:00 - 28/09/2024 17:00:00","BZN|GE","BZN|AM","0.00"
"28/09/2024 17:00:00 - 28/09/2024 18:00:00","BZN|AM","BZN|GE","0.00"
"28/09/2024 17:00:00 - 28/09/2024 18:00:00","BZN|GE","BZN|AM","0.00"
"28/09/2024 18:00:00 - 28/09/2024 19:00:00","BZN|AM","BZN|GE","0.00"
"28/09/2024 18:00:00 - 28/09/2024 19:00:00","BZN|GE","BZN|AM","0.00"
"28/09/2024 19:00:00 - 28/09/2024 20:00:00","BZN|AM","BZN|GE","0.00"
"28/09/2024 19:00:00 - 28/09/2024 20:00:00","BZN|GE","BZN|AM","0.00"
"28/09/2024 20:00:00 - 28/09/2024 21:00:00","BZN|AM","BZN|GE","0.00"
"28/09/2024 20:00:00 - 28/09/2024 21:00:00","BZN|GE","BZN|AM","0.00"
"28/09/2024 21:00:00 - 28/09/2024 22:00:00","BZN|AM","BZN|GE","0.00"
"28/09/2024 21:00:00 - 28/09/2024 22:00:00","BZN|GE","BZN|AM","0.00"
"28/09/2024 22:00:00 - 28/09/2024 23:00:00","BZN|AM","BZN|GE","0.00"
"28/09/2024 22:00:00 - 28/09/2024 23:00:00","BZN|GE","BZN|AM","0.00"
"28/09/2024 23:00:00 - 29/09/2024 00:00:00","BZN|AM","BZN|GE","0.00"
"28/09/2024 23:00:00 - 29/09/2024 00:00:00","BZN|GE","BZN|AM","0.00"
"29/09/2024 00:00:00 - 29/09/2024 01:00:00","BZN|AM","BZN|GE","0.00"
"29/09/2024 00:00:00 - 29/09/2024 01:00:00","BZN|GE","BZN|AM","0.00"
"29/09/2024 01:00:00 - 29/09/2024 02:00:00","BZN|AM","BZN|GE","0.00"
"29/09/2024 01:00:00 - 29/09/2024 02:00:00","BZN|GE","BZN|AM","0.00"
"29/09/2024 02:00:00 - 29/09/2024 03:00:00","BZN|AM","BZN|GE","0.00"
"29/09/2024 02:00:00 - 29/09/2024 03:00:00","BZN|GE","BZN|AM","0.00"
"29/09/2024 03:00:00 - 29/09/2024 04:00:00","BZN|AM","BZN|GE","0.00"
"29/09/2024 03:00:00 - 29/09/2024 04:00:00","BZN|GE","BZN|AM","0.00"
"29/09/2024 04:00:00 - 29/09/2024 05:00:00","BZN|AM","BZN|GE","0.00"
"29/09/2024 04:00:00 - 29/09/2024 05:00:00","BZN|GE","BZN|AM","0.00"
"29/09/2024 05:00:00 - 29/09/2024 06:00:00","BZN|AM","BZN|GE","0.00"
"29/09/2024 05:00:00 - 29/09/2024 06:00:00","BZN|GE","BZN|AM","0.00"
"29/09/2024 06:00:00 - 29/09/2024 07:00:00","BZN|AM","BZN|GE","0.00"
"29/09/2024 06:00:00 - 29/09/2024 07:00:00","BZN|GE","BZN|AM","0.00"
"29/09/2024 07:00:00 - 29/09/2024 08:00:00","BZN|AM","BZN|GE","0.00"
"29/09/2024 07:00:00 - 29/09/2024 08:00:00","BZN|GE","BZN|AM","0.00"
"29/09/2024 08:00:00 - 29/09/2024 09:00:00","BZN|AM","BZN|GE","0.00"
"29/09/2024 08:00:00 - 29/09/2024 09:00:00","BZN|GE","BZN|AM","0.00"
"29/09/2024 09:00:00 - 29/09/2024 10:00:00","BZN|AM","BZN|GE","0.00"
"29/09/2024 09:00:00 - 29/09/2024 10:00:00","BZN|GE","BZN|AM","0.00"
"29/09/2024 10:00:00 - 29/09/2024 11:00:00","BZN|AM","BZN|GE","0.00"
"29/09/2024 10:00:00 - 29/09/2024 11:00:00","BZN|GE","BZN|AM","0.00"
"29/09/2024 11:00:00 - 29/09/2024 12:00:00","BZN|AM","BZN|GE","0.00"
"29/09/2024 11:00:00 - 29/09/2024 12:00:00","BZN|GE","BZN|AM","0.00"
"29/09/2024 12:00:00 - 29/09/2024 13:00:00","BZN|AM","BZN|GE","0.00"
"29/09/2024 12:00:00 - 29/09/2024 13:00:00","BZN|GE","BZN|AM","0.00"
"29/09/2024 13:00:00 - 29/09/2024 14:00:00","BZN|AM","BZN|GE","0.00"
"29/09/2024 13:00:00 - 29/09/2024 14:00:00","BZN|GE","BZN|AM","0.00"
"29/09/2024 14:00:00 - 29/09/2024 15:00:00","BZN|AM","BZN|GE","0.00"
"29/09/2024 14:00:00 - 29/09/2024 15:00:00","BZN|GE","BZN|AM","0.00"
"29/09/2024 15:00:00 - 29/09/2024 16:00:00","BZN|AM","BZN|GE","0.00"
"29/09/2024 15:00:00 - 29/09/2024 16:00:00","BZN|GE","BZN|AM","0.00"
"29/09/2024 16:00:00 - 29/09/2024 17:00:00","BZN|AM","BZN|GE","0.00"
"29/09/2024 16:00:00 - 29/09/2024 17:00:00","BZN|GE","BZN|AM","0.00"
"29/09/2024 17:00:00 - 29/09/2024 18:00:00","BZN|AM","BZN|GE","0.00"
"29/09/2024 17:00:00 - 29/09/2024 18:00:00","BZN|GE","BZN|AM","0.00"
"29/09/2024 18:00:00 - 29/09/2024 19:00:00","BZN|AM","BZN|GE","0.00"
"29/09/2024 18:00:00 - 29/09/2024 19:00:00","BZN|GE","BZN|AM","0.00"
"29/09/2024 19:00:00 - 29/09/2024 20:00:00","BZN|AM","BZN|GE","0.00"
"29/09/2024 19:00:00 - 29/09/2024 20:00:00","BZN|GE","BZN|AM","0.00"
"29/09/2024 20:00:00 - 29/09/2024 21:00:00","BZN|AM","BZN|GE","0.00"
"29/09/2024 20:00:00 - 29/09/2024 21:00:00","BZN|GE","BZN|AM","0.00"
"29/09/2024 21:00:00 - 29/09/2024 22:00:00","BZN|AM","BZN|GE","0.00"
"29/09/2024 21:00:00 - 29/09/2024 22:00:00","BZN|GE","BZN|AM","0.00"
"29/09/2024 22:00:00 - 29/09/2024 23:00:00","BZN|AM","BZN|GE","0.00"
"29/09/2024 22:00:00 - 29/09/2024 23:00:00","BZN|GE","BZN|AM","0.00"
"29/09/2024 23:00:00 - 30/09/2024 00:00:00","BZN|AM","BZN|GE","0.00"
"29/09/2024 23:00:00 - 30/09/2024 00:00:00","BZN|GE","BZN|AM","0.00"
"30/09/2024 00:00:00 - 30/09/2024 01:00:00","BZN|AM","BZN|GE","0.00"
"30/09/2024 00:00:00 - 30/09/2024 01:00:00","BZN|GE","BZN|AM","0.00"
"30/09/2024 01:00:00 - 30/09/2024 02:00:00","BZN|AM","BZN|GE","0.00"
"30/09/2024 01:00:00 - 30/09/2024 02:00:00","BZN|GE","BZN|AM","0.00"
"30/09/2024 02:00:00 - 30/09/2024 03:00:00","BZN|AM","BZN|GE","0.00"
"30/09/2024 02:00:00 - 30/09/2024 03:00:00","BZN|GE","BZN|AM","0.00"
"30/09/2024 03:00:00 - 30/09/2024 04:00:00","BZN|AM","BZN|GE","0.00"
"30/09/2024 03:00:00 - 30/09/2024 04:00:00","BZN|GE","BZN|AM","0.00"
"30/09/2024 04:00:00 - 30/09/2024 05:00:00","BZN|AM","BZN|GE","0.00"
"30/09/2024 04:00:00 - 30/09/2024 05:00:00","BZN|GE","BZN|AM","0.00"
"30/09/2024 05:00:00 - 30/09/2024 06:00:00","BZN|AM","BZN|GE","0.00"
"30/09/2024 05:00:00 - 30/09/2024 06:00:00","BZN|GE","BZN|AM","0.00"
"30/09/2024 06:00:00 - 30/09/2024 07:00:00","BZN|AM","BZN|GE","0.00"
"30/09/2024 06:00:00 - 30/09/2024 07:00:00","BZN|GE","BZN|AM","0.00"
"30/09/2024 07:00:00 - 30/09/2024 08:00:00","BZN|AM","BZN|GE","0.00"
"30/09/2024 07:00:00 - 30/09/2024 08:00:00","BZN|GE","BZN|AM","0.00"
"30/09/2024 08:00:00 - 30/09/2024 09:00:00","BZN|AM","BZN|GE","0.00"
"30/09/2024 08:00:00 - 30/09/2024 09:00:00","BZN|GE","BZN|AM","0.00"
"30/09/2024 09:00:00 - 30/09/2024 10:00:00","BZN|AM","BZN|GE","0.00"
"30/09/2024 09:00:00 - 30/09/2024 10:00:00","BZN|GE","BZN|AM","0.00"
"30/09/2024 10:00:00 - 30/09/2024 11:00:00","BZN|AM","BZN|GE","0.00"
"30/09/2024 10:00:00 - 30/09/2024 11:00:00","BZN|GE","BZN|AM","0.00"
"30/09/2024 11:00:00 - 30/09/2024 12:00:00","BZN|AM","BZN|GE","0.00"
"30/09/2024 11:00:00 - 30/09/2024 12:00:00","BZN|GE","BZN|AM","0.00"
"30/09/2024 12:00:00 - 30/09/2024 13:00:00","BZN|AM","BZN|GE","0.00"
"30/09/2024 12:00:00 - 30/09/2024 13:00:00","BZN|GE","BZN|AM","0.00"
"30/09/2024 13:00:00 - 30/09/2024 14:00:00","BZN|AM","BZN|GE","0.00"
"30/09/2024 13:00:00 - 30/09/2024 14:00:00","BZN|GE","BZN|AM","0.00"
"30/09/2024 14:00:00 - 30/09/2024 15:00:00","BZN|AM","BZN|GE","0.00"
"30/09/2024 14:00:00 - 30/09/2024 15:00:00","BZN|GE","BZN|AM","0.00"
"30/09/2024 15:00:00 - 30/09/2024 16:00:00","BZN|AM","BZN|GE","0.00"
"30/09/2024 15:00:00 - 30/09/2024 16:00:00","BZN|GE","BZN|AM","0.00"
"30/09/2024 16:00:00 - 30/09/2024 17:00:00","BZN|AM","BZN|GE","0.00"
"30/09/2024 16:00:00 - 30/09/2024 17:00:00","BZN|GE","BZN|AM","0.00"
"30/09/2024 17:00:00 - 30/09/2024 18:00:00","BZN|AM","BZN|GE","0.00"
"30/09/2024 17:00:00 - 30/09/2024 18:00:00","BZN|GE","BZN|AM","0.00"
"30/09/2024 18:00:00 - 30/09/2024 19:00:00","BZN|AM","BZN|GE","0.00"
"30/09/2024 18:00:00 - 30/09/2024 19:00:00","BZN|GE","BZN|AM","0.00"
"30/09/2024 19:00:00 - 30/09/2024 20:00:00","BZN|AM","BZN|GE","0.00"
"30/09/2024 19:00:00 - 30/09/2024 20:00:00","BZN|GE","BZN|AM","0.00"
"30/09/2024 20:00:00 - 30/09/2024 21:00:00","BZN|AM","BZN|GE","0.00"
"30/09/2024 20:00:00 - 30/09/2024 21:00:00","BZN|GE","BZN|AM","0.00"
"30/09/2024 21:00:00 - 30/09/2024 22:00:00","BZN|AM","BZN|GE","0.00"
"30/09/2024 21:00:00 - 30/09/2024 22:00:00","BZN|GE","BZN|AM","0.00"
"30/09/2024 22:00:00 - 30/09/2024 23:00:00","BZN|AM","BZN|GE","0.00"
"30/09/2024 22:00:00 - 30/09/2024 23:00:00","BZN|GE","BZN|AM","0.00"
"30/09/2024 23:00:00 - 01/10/2024 00:00:00","BZN|AM","BZN|GE","0.00"
"30/09/2024 23:00:00 - 01/10/2024 00:00:00","BZN|GE","BZN|AM","0.00"
"01/10/2024 00:00:00 - 01/10/2024 01:00:00","BZN|AM","BZN|GE","0.00"
"01/10/2024 00:00:00 - 01/10/2024 01:00:00","BZN|GE","BZN|AM","0.00"
"01/10/2024 01:00:00 - 01/10/2024 02:00:00","BZN|AM","BZN|GE","0.00"
"01/10/2024 01:00:00 - 01/10/2024 02:00:00","BZN|GE","BZN|AM","0.00"
"01/10/2024 02:00:00 - 01/10/2024 03:00:00","BZN|AM","BZN|GE","0.00"
"01/10/2024 02:00:00 - 01/10/2024 03:00:00","BZN|GE","BZN|AM","0.00"
"01/10/2024 03:00:00 - 01/10/2024 04:00:00","BZN|AM","BZN|GE","0.00"
"01/10/2024 03:00:00 - 01/10/2024 04:00:00","BZN|GE","BZN|AM","0.00"
"01/10/2024 04:00:00 - 01/10/2024 05:00:00","BZN|AM","BZN|GE","0.00"
"01/10/2024 04:00:00 - 01/10/2024 05:00:00","BZN|GE","BZN|AM","0.00"
"01/10/2024 05:00:00 - 01/10/2024 06:00:00","BZN|AM","BZN|GE","0.00"
"01/10/2024 05:00:00 - 01/10/2024 06:00:00","BZN|GE","BZN|AM","0.00"
"01/10/2024 06:00:00 - 01/10/2024 07:00:00","BZN|AM","BZN|GE","0.00"
"01/10/2024 06:00:00 - 01/10/2024 07:00:00","BZN|GE","BZN|AM","0.00"
"01/10/2024 07:00:00 - 01/10/2024 08:00:00","BZN|AM","BZN|GE","0.00"
"01/10/2024 07:00:00 - 01/10/2024 08:00:00","BZN|GE","BZN|AM","0.00"
"01/10/2024 08:00:00 - 01/10/2024 09:00:00","BZN|AM","BZN|GE","0.00"
"01/10/2024 08:00:00 - 01/10/2024 09:00:00","BZN|GE","BZN|AM","0.00"
"01/10/2024 09:00:00 - 01/10/2024 10:00:00","BZN|AM","BZN|GE","0.00"
"01/10/2024 09:00:00 - 01/10/2024 10:00:00","BZN|GE","BZN|AM","0.00"
"01/10/2024 10:00:00 - 01/10/2024 11:00:00","BZN|AM","BZN|GE","0.00"
"01/10/2024 10:00:00 - 01/10/2024 11:00:00","BZN|GE","BZN|AM","0.00"
"01/10/2024 11:00:00 - 01/10/2024 12:00:00","BZN|AM","BZN|GE","0.00"
"01/10/2024 11:00:00 - 01/10/2024 12:00:00","BZN|GE","BZN|AM","0.00"
"01/10/2024 12:00:00 - 01/10/2024 13:00:00","BZN|AM","BZN|GE","0.00"
"01/10/2024 12:00:00 - 01/10/2024 13:00:00","BZN|GE","BZN|AM","0.00"
"01/10/2024 13:00:00 - 01/10/2024 14:00:00","BZN|AM","BZN|GE","0.00"
"01/10/2024 13:00:00 - 01/10/2024 14:00:00","BZN|GE","BZN|AM","0.00"
"01/10/2024 14:00:00 - 01/10/2024 15:00:00","BZN|AM","BZN|GE","0.00"
"01/10/2024 14:00:00 - 01/10/2024 15:00:00","BZN|GE","BZN|AM","0.00"
"01/10/2024 15:00:00 - 01/10/2024 16:00:00","BZN|AM","BZN|GE","0.00"
"01/10/2024 15:00:00 - 01/10/2024 16:00:00","BZN|GE","BZN|AM","0.00"
"01/10/2024 16:00:00 - 01/10/2024 17:00:00","BZN|AM","BZN|GE","0.00"
"01/10/2024 16:00:00 - 01/10/2024 17:00:00","BZN|GE","BZN|AM","0.00"
"01/10/2024 17:00:00 - 01/10/2024 18:00:00","BZN|AM","BZN|GE","0.00"
"01/10/2024 17:00:00 - 01/10/2024 18:00:00","BZN|GE","BZN|AM","0.00"
"01/10/2024 18:00:00 - 01/10/2024 19:00:00","BZN|AM","BZN|GE","0.00"
"01/10/2024 18:00:00 - 01/10/2024 19:00:00","BZN|GE","BZN|AM","0.00"
"01/10/2024 19:00:00 - 01/10/2024 20:00:00","BZN|AM","BZN|GE","0.00"
"01/10/2024 19:00:00 - 01/10/2024 20:00:00","BZN|GE","BZN|AM","0.00"
"01/10/2024 20:00:00 - 01/10/2024 21:00:00","BZN|AM","BZN|GE","0.00"
"01/10/2024 20:00:00 - 01/10/2024 21:00:00","BZN|GE","BZN|AM","0.00"
"01/10/2024 21:00:00 - 01/10/2024 22:00:00","BZN|AM","BZN|GE","0.00"
"01/10/2024 21:00:00 - 01/10/2024 22:00:00","BZN|GE","BZN|AM","0.00"
"01/10/2024 22:00:00 - 01/10/2024 23:00:00","BZN|AM","BZN|GE","0.00"
"01/10/2024 22:00:00 - 01/10/2024 23:00:00","BZN|GE","BZN|AM","0.00"
"01/10/2024 23:00:00 - 02/10/2024 00:00:00","BZN|AM","BZN|GE","0.00"
"01/10/2024 23:00:00 - 02/10/2024 00:00:00","BZN|GE","BZN|AM","0.00"
"02/10/2024 00:00:00 - 02/10/2024 01:00:00","BZN|AM","BZN|GE","0.00"
"02/10/2024 00:00:00 - 02/10/2024 01:00:00","BZN|GE","BZN|AM","0.00"
"02/10/2024 01:00:00 - 02/10/2024 02:00:00","BZN|AM","BZN|GE","0.00"
"02/10/2024 01:00:00 - 02/10/2024 02:00:00","BZN|GE","BZN|AM","0.00"
"02/10/2024 02:00:00 - 02/10/2024 03:00:00","BZN|AM","BZN|GE","0.00"
"02/10/2024 02:00:00 - 02/10/2024 03:00:00","BZN|GE","BZN|AM","0.00"
"02/10/2024 03:00:00 - 02/10/2024 04:00:00","BZN|AM","BZN|GE","0.00"
"02/10/2024 03:00:00 - 02/10/2024 04:00:00","BZN|GE","BZN|AM","0.00"
"02/10/2024 04:00:00 - 02/10/2024 05:00:00","BZN|AM","BZN|GE","0.00"
"02/10/2024 04:00:00 - 02/10/2024 05:00:00","BZN|GE","BZN|AM","0.00"
"02/10/2024 05:00:00 - 02/10/2024 06:00:00","BZN|AM","BZN|GE","0.00"
"02/10/2024 05:00:00 - 02/10/2024 06:00:00","BZN|GE","BZN|AM","0.00"
"02/10/2024 06:00:00 - 02/10/2024 07:00:00","BZN|AM","BZN|GE","0.00"
"02/10/2024 06:00:00 - 02/10/2024 07:00:00","BZN|GE","BZN|AM","0.00"
"02/10/2024 07:00:00 - 02/10/2024 08:00:00","BZN|AM","BZN|GE","0.00"
"02/10/2024 07:00:00 - 02/10/2024 08:00:00","BZN|GE","BZN|AM","0.00"
"02/10/2024 08:00:00 - 02/10/2024 09:00:00","BZN|AM","BZN|GE","0.00"
"02/10/2024 08:00:00 - 02/10/2024 09:00:00","BZN|GE","BZN|AM","0.00"
"02/10/2024 09:00:00 - 02/10/2024 10:00:00","BZN|AM","BZN|GE","0.00"
"02/10/2024 09:00:00 - 02/10/2024 10:00:00","BZN|GE","BZN|AM","0.00"
"02/10/2024 10:00:00 - 02/10/2024 11:00:00","BZN|AM","BZN|GE","0.00"
"02/10/2024 10:00:00 - 02/10/2024 11:00:00","BZN|GE","BZN|AM","0.00"
"02/10/2024 11:00:00 - 02/10/2024 12:00:00","BZN|AM","BZN|GE","0.00"
"02/10/2024 11:00:00 - 02/10/2024 12:00:00","BZN|GE","BZN|AM","0.00"
"02/10/2024 12:00:00 - 02/10/2024 13:00:00","BZN|AM","BZN|GE","0.00"
"02/10/2024 12:00:00 - 02/10/2024 13:00:00","BZN|GE","BZN|AM","0.00"
"02/10/2024 13:00:00 - 02/10/2024 14:00:00","BZN|AM","BZN|GE","0.00"
"02/10/2024 13:00:00 - 02/10/2024 14:00:00","BZN|GE","BZN|AM","0.00"
"02/10/2024 14:00:00 - 02/10/2024 15:00:00","BZN|AM","BZN|GE","0.00"
"02/10/2024 14:00:00 - 02/10/2024 15:00:00","BZN|GE","BZN|AM","0.00"
"02/10/2024 15:00:00 - 02/10/2024 16:00:00","BZN|AM","BZN|GE","0.00"
"02/10/2024 15:00:00 - 02/10/2024 16:00:00","BZN|GE","BZN|AM","0.00"
"02/10/2024 16:00:00 - 02/10/2024 17:00:00","BZN|AM","BZN|GE","0.00"
"02/10/2024 16:00:00 - 02/10/2024 17:00:00","BZN|GE","BZN|AM","0.00"
"02/10/2024 17:00:00 - 02/10/2024 18:00:00","BZN|AM","BZN|GE","0.00"
"02/10/2024 17:00:00 - 02/10/2024 18:00:00","BZN|GE","BZN|AM","0.00"
"02/10/2024 18:00:00 - 02/10/2024 19:00:00","BZN|AM","BZN|GE","0.00"
"02/10/2024 18:00:00 - 02/10/2024 19:00:00","BZN|GE","BZN|AM","0.00"
"02/10/2024 19:00:00 - 02/10/2024 20:00:00","BZN|AM","BZN|GE","0.00"
"02/10/2024 19:00:00 - 02/10/2024 20:00:00","BZN|GE","BZN|AM","0.00"
"02/10/2024 20:00:00 - 02/10/2024 21:00:00","BZN|AM","BZN|GE","0.00"
"02/10/2024 20:00:00 - 02/10/2024 21:00:00","BZN|GE","BZN|AM","0.00"
"02/10/2024 21:00:00 - 02/10/2024 22:00:00","BZN|AM","BZN|GE","0.00"
"02/10/2024 21:00:00 - 02/10/2024 22:00:00","BZN|GE","BZN|AM","0.00"
"02/10/2024 22:00:00 - 02/10/2024 23:00:00","BZN|AM","BZN|GE","0.00"
"02/10/2024 22:00:00 - 02/10/2024 23:00:00","BZN|GE","BZN|AM","0.00"
"02/10/2024 23:00:00 - 03/10/2024 00:00:00","BZN|AM","BZN|GE","0.00"
"02/10/2024 23:00:00 - 03/10/2024 00:00:00","BZN|GE","BZN|AM","0.00"
"03/10/2024 00:00:00 - 03/10/2024 01:00:00","BZN|AM","BZN|GE","0.00"
"03/10/2024 00:00:00 - 03/10/2024 01:00:00","BZN|GE","BZN|AM","0.00"
"03/10/2024 01:00:00 - 03/10/2024 02:00:00","BZN|AM","BZN|GE","0.00"
"03/10/2024 01:00:00 - 03/10/2024 02:00:00","BZN|GE","BZN|AM","0.00"
"03/10/2024 02:00:00 - 03/10/2024 03:00:00","BZN|AM","BZN|GE","0.00"
"03/10/2024 02:00:00 - 03/10/2024 03:00:00","BZN|GE","BZN|AM","0.00"
"03/10/2024 03:00:00 - 03/10/2024 04:00:00","BZN|AM","BZN|GE","0.00"
"03/10/2024 03:00:00 - 03/10/2024 04:00:00","BZN|GE","BZN|AM","0.00"
"03/10/2024 04:00:00 - 03/10/2024 05:00:00","BZN|AM","BZN|GE","0.00"
"03/10/2024 04:00:00 - 03/10/2024 05:00:00","BZN|GE","BZN|AM","0.00"
"03/10/2024 05:00:00 - 03/10/2024 06:00:00","BZN|AM","BZN|GE","0.00"
"03/10/2024 05:00:00 - 03/10/2024 06:00:00","BZN|GE","BZN|AM","0.00"
"03/10/2024 06:00:00 - 03/10/2024 07:00:00","BZN|AM","BZN|GE","0.00"
"03/10/2024 06:00:00 - 03/10/2024 07:00:00","BZN|GE","BZN|AM","0.00"
"03/10/2024 07:00:00 - 03/10/2024 08:00:00","BZN|AM","BZN|GE","0.00"
"03/10/2024 07:00:00 - 03/10/2024 08:00:00","BZN|GE","BZN|AM","0.00"
"03/10/2024 08:00:00 - 03/10/2024 09:00:00","BZN|AM","BZN|GE","0.00"
